,location,bhk,total_sqft,bath,price,encoded_loc
545,Kothanur,3,1580.0,3.0,76.0,150
546,Hennur Road,3,2264.0,3.0,159.0,99
547,Kammasandra,2,810.0,2.0,24.5,129
548,others,2,1045.0,2.0,45.0,240
549,Hebbal,2,1337.0,2.0,82.0,95
550,Begur Road,3,1500.0,2.0,54.0,42
551,Whitefield,3,1640.0,4.0,91.0,234
552,others,3,1570.0,3.0,62.0,240
553,Gubbalala,3,1470.0,2.0,82.0,87
554,Kengeri,2,1160.0,2.0,40.61,139
555,7th Phase JP Nagar,2,1050.0,2.0,71.0,7
556,Bannerghatta Road,3,1460.0,2.0,90.0,37
557,Hulimavu,3,1823.0,3.0,100.0,108
558,Electronic City,2,1094.0,2.0,42.0,77
559,Budigere,2,1153.0,2.0,57.0,55
560,others,3,1325.0,3.0,57.0,240
561,Parappana Agrahara,4,1200.0,3.0,85.0,187
562,Jakkur,3,1590.0,2.0,125.0,114
563,others,2,1202.0,2.0,48.0,240
564,Haralur Road,2,1202.0,2.0,53.0,93
565,others,2,1200.0,2.0,62.5,240
566,Panathur,3,1688.0,3.0,118.0,186
567,Kaval Byrasandra,2,1020.0,2.0,52.0,137
568,Sarjapur,2,1185.0,2.0,47.0,202
569,Ramagondanahalli,2,1235.0,2.0,52.04,196
570,Banashankari,2,1077.0,2.0,37.64,29
571,Kengeri Satellite Town,3,1415.0,2.0,66.0,140
572,EPIP Zone,3,2330.0,3.0,162.0,76
573,Whitefield,2,805.0,2.0,35.0,234
574,others,1,425.0,1.0,20.03,240
575,Whitefield,2,1155.0,2.0,59.95,234
576,Anekal,2,656.0,2.0,22.0,18
577,others,2,1100.0,2.0,48.0,240
578,Mahadevpura,2,1150.0,2.0,52.0,160
579,Whitefield,3,2280.0,4.0,126.0,234
580,Hegde Nagar,2,1341.0,2.0,97.0,97
581,Jakkur,2,1279.0,2.0,77.0,114
582,Electronic City Phase II,4,2225.0,4.0,98.88,78
583,Thanisandra,2,1185.0,2.0,43.51,218
584,others,3,1750.0,3.0,85.0,240
585,Kudlu,2,1152.0,2.0,53.5,151
586,Varthur Road,4,2760.0,4.0,155.0,227
587,5th Phase JP Nagar,2,1070.0,2.0,39.0,5
588,Uttarahalli,2,1101.0,2.0,45.0,225
589,others,2,775.0,2.0,55.0,240
590,Yeshwanthpur,1,667.0,1.0,36.85,239
591,Electronic City,2,1070.0,2.0,55.0,77
592,Old Airport Road,3,1875.0,2.0,110.0,182
593,Kundalahalli,2,735.0,2.0,57.99,154
594,Koramangala,3,1750.0,3.0,130.0,148
595,Marathahalli,2,1215.0,2.0,67.0,165
596,Vishwapriya Layout,2,820.0,2.0,30.0,232
597,Banashankari Stage VI,2,1177.5,2.0,59.935,33
598,Battarahalli,3,1779.0,3.0,89.61,40
599,others,2,1105.0,2.0,58.0,240
600,others,1,1560.0,2.0,93.0,240
601,Whitefield,3,1650.0,3.0,60.0,234
602,Cox Town,3,1975.0,3.0,150.0,65
603,Kammasandra,2,674.0,2.0,33.0,129
604,Kaggadasapura,2,1185.0,2.0,41.0,122
605,Thanisandra,1,445.0,1.0,28.0,218
606,HSR Layout,3,1475.0,3.0,75.0,92
607,Gottigere,3,1618.0,3.0,82.5,85
608,Koramangala,2,1120.0,2.0,65.0,148
609,Marathahalli,4,2181.0,3.0,152.0,165
610,Vidyaranyapura,4,1200.0,4.0,90.0,229
611,Bannerghatta Road,3,1556.0,2.0,59.13,37
612,Bannerghatta Road,2,1179.0,2.0,66.02,37
613,Thanisandra,2,1296.0,2.0,83.0,218
614,Kaggadasapura,2,1275.0,2.0,52.0,122
615,Kathriguppe,3,1400.0,2.0,77.0,136
616,Gottigere,2,1222.0,2.0,63.0,85
617,Electronic City,2,940.0,2.0,41.0,77
618,Thanisandra,2,1185.0,2.0,42.6,218
619,Tumkur Road,3,1779.0,3.0,112.0,223
620,Begur Road,3,1615.0,3.0,59.76,42
621,Haralur Road,2,1056.0,2.0,61.0,93
622,7th Phase JP Nagar,2,1100.0,2.0,46.0,7
623,Arekere,2,920.0,2.0,40.0,21
624,others,3,1602.0,2.0,75.0,240
625,Padmanabhanagar,2,1176.0,2.0,62.0,184
626,Kasavanhalli,3,1717.0,3.0,99.0,134
627,Bhoganhalli,4,2119.0,4.0,111.0,46
628,Vittasandra,2,1246.0,2.0,67.3,233
629,Anandapura,2,1141.0,2.0,42.79,16
630,Hennur Road,2,1157.0,2.0,84.0,99
631,Yelahanka New Town,1,650.0,1.0,33.0,237
632,Hebbal,2,1349.0,2.0,98.0,95
633,Narayanapura,3,1566.0,3.0,83.3,178
634,Sahakara Nagar,4,2830.0,3.0,195.0,199
635,Electronic City,3,1320.0,2.0,38.13,77
636,others,3,1780.0,3.0,84.83,240
637,Varthur,2,1091.0,2.0,34.9,226
638,Rachenahalli,4,3670.0,4.0,300.0,192
639,7th Phase JP Nagar,2,918.0,2.0,50.49,7
640,Yeshwanthpur,4,1950.0,4.0,130.0,239
641,Panathur,3,1695.0,3.0,90.0,186
642,Yelahanka,3,1705.0,3.0,95.0,236
643,Kalyan nagar,3,1375.0,3.0,75.0,126
644,Kanakpura Road,1,525.0,1.0,30.0,131
645,Whitefield,2,1447.0,2.0,83.0,234
646,Thanisandra,2,1114.0,2.0,39.0,218
647,7th Phase JP Nagar,3,1450.0,2.0,100.0,7
648,Vasanthapura,2,1022.0,2.0,40.0,228
649,Hebbal,2,1000.0,2.0,45.0,95
650,Electronic City,2,1128.0,2.0,68.75,77
651,Kanakpura Road,2,1180.0,2.0,57.0,131
652,Kanakpura Road,2,1339.0,2.0,75.0,131
653,Yelachenahalli,3,1400.0,2.0,55.0,235
654,7th Phase JP Nagar,2,1040.0,2.0,39.52,7
655,Kadugodi,2,1198.0,2.0,58.0,121
656,others,4,1200.0,3.0,95.0,240
657,Sarjapur  Road,3,1691.0,3.0,113.0,203
658,Bisuvanahalli,3,1075.0,3.0,36.0,49
659,8th Phase JP Nagar,3,1240.0,3.0,43.5,8
660,Bannerghatta Road,2,1122.5,2.0,58.935,37
661,Mallasandra,3,1665.0,3.0,86.58,162
662,Marathahalli,3,2489.0,3.0,94.0,165
663,Brookefield,2,1142.0,2.0,70.0,54
664,Kothannur,3,1853.0,3.0,82.0,149
665,Kasturi Nagar,2,1567.0,2.0,92.0,135
666,Electronics City Phase 1,2,1175.0,2.0,51.47,79
667,Subramanyapura,2,1200.0,2.0,52.0,214
668,Kodichikkanahalli,2,995.0,2.0,41.0,142
669,Magadi Road,2,884.0,2.0,41.1,159
670,Yeshwanthpur,2,1170.0,2.0,57.0,239
671,KR Puram,2,1225.0,2.0,46.55,119
672,Electronic City,2,1342.0,2.0,73.3,77
673,Uttarahalli,2,1345.0,2.0,67.0,225
674,Kodigehaali,3,1320.0,3.0,65.0,143
675,others,2,1560.0,2.0,45.0,240
676,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,193
677,Battarahalli,2,1300.0,2.0,50.0,40
678,Hosa Road,3,1652.0,3.0,85.0,104
679,Thigalarapalya,3,2072.0,4.0,142.0,219
680,Arekere,3,1740.0,2.0,95.0,21
681,Electronic City,3,1360.0,2.0,71.0,77
682,Hosur Road,3,1145.0,2.0,60.0,107
683,Sarjapur  Road,2,1278.0,2.0,95.0,203
684,Electronic City Phase II,1,630.0,1.0,40.0,78
685,Kanakpura Road,3,1100.0,3.0,58.0,131
686,others,3,1200.0,3.0,95.0,240
687,Hosur Road,5,3300.0,5.0,240.0,107
688,Gunjur,3,1356.0,2.0,66.0,88
689,others,2,823.0,2.0,28.0,240
690,TC Palaya,3,1200.0,2.0,66.0,216
691,Ramamurthy Nagar,2,1050.0,2.0,37.0,197
692,others,2,1180.0,2.0,69.0,240
693,Whitefield,2,1116.0,2.0,51.91,234
694,7th Phase JP Nagar,2,1070.0,2.0,42.79,7
695,Varthur,2,1385.0,2.0,80.0,226
696,Varthur,1,1000.0,1.0,70.0,226
697,Whitefield,3,1897.0,3.0,130.0,234
698,Magadi Road,2,1005.0,2.0,55.78,159
699,Green Glen Layout,3,1575.0,3.0,125.0,86
700,Subramanyapura,2,975.0,2.0,65.0,214
701,Hennur Road,3,1904.0,3.0,120.0,99
702,Kengeri Satellite Town,1,930.0,1.0,30.0,140
703,Kanakpura Road,1,525.0,1.0,26.0,131
704,Electronic City Phase II,2,2400.0,3.0,150.0,78
705,Sarjapur  Road,3,2238.0,3.0,140.0,203
706,Harlur,2,1174.0,2.0,69.0,94
707,Thubarahalli,4,3800.0,4.0,239.0,220
708,Whitefield,3,2225.0,2.0,125.0,234
709,Jigani,2,918.0,2.0,52.0,117
710,Mahadevpura,2,1250.0,2.0,52.0,160
711,Sarjapur  Road,3,1800.0,3.0,110.0,203
712,Marathahalli,2,1170.0,2.0,53.0,165
713,Bannerghatta Road,2,793.0,2.0,45.0,37
714,Jakkur,3,1710.0,3.0,107.0,114
715,Kambipura,3,1082.0,2.0,57.5,127
716,others,2,1001.0,2.0,33.03,240
717,Yelahanka,3,1590.0,2.0,54.0,236
718,others,3,2400.0,2.0,80.0,240
719,Horamavu Banaswadi,3,1554.0,3.0,55.0,102
720,Thanisandra,2,1142.5,2.0,43.415,218
721,Konanakunte,2,884.0,1.0,58.0,147
722,Marathahalli,2,1019.0,2.0,49.86,165
723,Ambedkar Nagar,3,1935.0,4.0,130.0,14
724,Uttarahalli,3,1135.0,2.0,39.73,225
725,Kasavanhalli,3,1799.0,3.0,90.0,134
726,Whitefield,4,4348.5,2.0,304.0,234
727,Kundalahalli,2,1047.0,2.0,82.0,154
728,others,2,1282.0,2.0,87.0,240
729,NGR Layout,2,1020.0,2.0,45.9,172
730,Whitefield,2,1495.0,2.0,79.5,234
731,Kasavanhalli,4,3260.0,4.0,240.0,134
732,others,3,1611.0,2.0,64.44,240
733,others,3,1500.0,2.0,95.0,240
734,Sahakara Nagar,3,1500.0,2.0,95.0,199
735,Uttarahalli,3,1540.0,3.0,50.0,225
736,Hosa Road,3,1639.0,3.0,80.0,104
737,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,193
738,Brookefield,3,1440.0,2.0,68.0,54
739,Seegehalli,2,901.0,2.0,35.14,207
740,Sarjapur,3,900.0,2.0,42.0,202
741,BEML Layout,2,1060.0,2.0,55.0,23
742,NGR Layout,2,1020.0,2.0,48.45,172
743,Varthur,3,1535.0,3.0,65.99,226
744,others,1,530.0,1.0,20.0,240
745,Haralur Road,3,1464.0,3.0,56.0,93
746,others,2,1350.0,2.0,80.0,240
747,Sarjapur  Road,2,1115.0,2.0,50.0,203
748,Uttarahalli,2,1175.0,2.0,47.0,225
749,Whitefield,2,1113.0,2.0,62.0,234
750,Giri Nagar,2,650.0,2.0,42.0,83
751,Marathahalli,2,1325.0,2.0,71.55,165
752,Electronics City Phase 1,2,950.0,2.0,31.0,79
753,Jakkur,3,1396.0,2.0,86.51,114
754,Rachenahalli,2,1050.0,2.0,52.07,192
755,Thanisandra,3,1825.0,3.0,100.0,218
756,7th Phase JP Nagar,2,1190.0,2.0,49.98,7
757,Marathahalli,2,1220.0,2.0,56.5,165
758,NRI Layout,3,1565.0,2.0,75.0,173
759,Hennur Road,3,1891.0,3.0,109.0,99
760,others,2,900.0,2.0,27.0,240
761,Hosa Road,2,1161.0,2.0,55.15,104
762,Yeshwanthpur,1,665.0,1.0,36.85,239
763,Mysore Road,2,1175.0,2.0,73.5,171
764,Hoodi,2,1425.0,2.0,80.0,100
765,ITPL,3,1200.0,3.0,56.12,110
766,Somasundara Palya,2,1255.0,2.0,67.0,211
767,Hegde Nagar,3,2112.95,4.0,145.0,97
768,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,193
769,Haralur Road,3,1810.0,3.0,100.0,93
770,Indira Nagar,2,1200.0,2.0,93.0,112
771,Harlur,2,1033.0,2.0,49.0,94
772,ITPL,3,1548.0,3.0,89.5,110
773,Horamavu Banaswadi,3,1611.0,3.0,66.0,102
774,Electronic City Phase II,3,1400.0,2.0,40.43,78
775,Vidyaranyapura,3,1485.0,2.0,67.0,229
776,Margondanahalli,2,2400.0,2.0,82.0,166
777,Pattandur Agrahara,2,1025.0,2.0,44.5,188
778,others,2,1225.0,2.0,53.0,240
779,5th Phase JP Nagar,2,1256.0,2.0,62.8,5
780,Whitefield,4,2268.0,3.0,163.0,234
781,Kanakpura Road,3,1100.0,3.0,53.0,131
782,others,2,1141.0,2.0,62.0,240
783,Attibele,1,400.0,1.0,12.0,22
784,Chandapura,2,1400.0,2.0,60.0,58
785,others,1,1560.0,1.0,110.0,240
786,others,2,1175.0,2.0,48.27,240
787,Sahakara Nagar,2,1100.0,2.0,56.0,199
788,Kanakpura Road,3,1843.0,3.0,95.84,131
789,Horamavu Banaswadi,2,1460.0,2.0,80.5,102
790,Rachenahalli,3,1530.0,2.0,74.5,192
791,HSR Layout,2,1467.0,2.0,55.0,92
792,others,1,950.0,1.0,40.0,240
793,Vittasandra,2,1246.0,2.0,64.5,233
794,Kanakapura,1,711.0,1.0,38.0,130
795,Haralur Road,2,1194.0,2.0,46.0,93
796,Babusapalaya,3,1358.0,2.0,43.4,26
797,Hoodi,2,1420.0,2.0,75.0,100
798,Kathriguppe,3,1250.0,2.0,68.75,136
799,Akshaya Nagar,2,1280.0,2.0,58.0,12
800,others,2,1209.0,2.0,50.0,240
801,others,5,4200.0,5.0,225.0,240
802,Panathur,3,1315.0,2.0,54.8,186
803,others,3,1800.0,3.0,90.0,240
804,others,5,1600.0,4.0,125.0,240
805,TC Palaya,3,1600.0,2.0,65.0,216
806,others,3,1563.0,3.0,52.0,240
807,Whitefield,3,1560.0,2.0,72.0,234
808,Brookefield,3,2169.0,4.0,115.0,54
809,Rachenahalli,2,1050.0,2.0,55.5,192
810,Iblur Village,3,3235.0,3.0,235.0,111
811,TC Palaya,3,1200.0,3.0,66.0,216
812,HSR Layout,2,1140.0,2.0,46.0,92
813,Horamavu Agara,3,1560.0,3.0,75.0,101
814,JP Nagar,2,1100.0,2.0,70.0,113
815,Kasavanhalli,3,1260.0,2.0,40.32,134
816,Hebbal,2,1036.0,2.0,50.0,95
817,Akshaya Nagar,3,1662.0,3.0,85.1,12
818,Yelachenahalli,3,1464.0,2.0,105.0,235
819,Yelahanka,2,1234.0,2.0,80.0,236
820,Sarjapur  Road,3,1403.0,3.0,55.0,203
821,Seegehalli,3,1150.0,2.0,42.9,207
822,Kanakapura,2,929.0,2.0,46.0,130
823,TC Palaya,3,1350.0,2.0,75.0,216
824,Vasanthapura,2,1135.0,2.0,39.73,228
825,others,2,1405.0,2.0,70.0,240
826,Whitefield,2,1200.0,2.0,45.84,234
827,Haralur Road,4,2805.0,4.0,154.0,93
828,Yeshwanthpur,2,1161.0,2.0,64.08,239
829,Kanakpura Road,2,1290.0,2.0,74.0,131
830,Yeshwanthpur,3,2557.0,3.0,141.0,239
831,others,3,1480.0,3.0,90.0,240
832,Old Madras Road,3,1350.0,3.0,54.54,183
833,Kadugodi,3,1580.0,2.0,65.0,121
834,Banashankari,3,1470.0,2.0,88.64,29
835,Sarjapur  Road,2,1346.0,2.0,61.92,203
836,others,3,1600.0,3.0,90.0,240
837,others,2,1200.0,2.0,35.0,240
838,Channasandra,3,1340.0,2.0,48.33,59
839,Jigani,2,918.0,2.0,48.0,117
840,others,3,1500.0,3.0,115.0,240
841,Yelahanka,2,1315.0,2.0,85.0,236
842,Uttarahalli,3,1390.0,2.0,62.55,225
843,Uttarahalli,3,1330.0,2.0,56.0,225
844,others,3,1824.0,3.0,125.0,240
845,7th Phase JP Nagar,3,1420.0,2.0,96.0,7
846,others,1,750.0,1.0,56.25,240
847,Jalahalli East,3,1260.0,2.0,60.0,116
848,Hennur Road,3,1561.0,3.0,95.0,99
849,others,2,1060.0,2.0,42.0,240
850,Haralur Road,2,1225.0,2.0,67.38,93
851,Thanisandra,3,2144.0,3.0,135.0,218
852,Electronic City,2,880.0,2.0,29.0,77
853,Hoodi,3,1639.0,3.0,110.0,100
854,Thanisandra,3,1240.0,2.0,62.0,218
855,Kanakpura Road,2,1500.0,2.0,69.0,131
856,Haralur Road,2,1243.0,2.0,46.0,93
857,Marathahalli,3,1575.0,3.0,78.0,165
858,Haralur Road,2,1027.0,2.0,44.0,93
859,Kambipura,3,1082.0,2.0,56.0,127
860,Konanakunte,3,1637.0,3.0,73.0,147
861,Kanakpura Road,3,1665.0,3.0,86.58,131
862,Electronic City,2,1265.0,2.0,56.93,77
863,Electronic City,3,1691.0,2.0,102.0,77
864,Thanisandra,2,1100.0,2.0,38.0,218
865,others,3,1500.0,3.0,62.0,240
866,Choodasandra,2,1115.0,2.0,50.0,63
867,Mysore Road,2,1070.0,2.0,45.0,171
868,Budigere,2,1162.0,2.0,57.0,55
869,others,2,1339.0,2.0,55.0,240
870,Mahadevpura,2,1192.0,2.0,75.0,160
871,Haralur Road,3,1920.0,3.0,115.0,93
872,Hennur,2,1255.0,2.0,52.32,98
873,others,3,1600.0,3.0,75.0,240
874,others,2,1225.0,2.0,55.11,240
875,Kasturi Nagar,3,1570.0,3.0,80.0,135
876,Thanisandra,2,1093.0,2.0,70.0,218
877,Basaveshwara Nagar,3,1865.0,3.0,145.0,39
878,Kaikondrahalli,2,1039.0,2.0,80.0,124
879,Vittasandra,2,1246.0,2.0,64.5,233
880,Whitefield,3,1985.0,3.0,75.0,234
881,Hosakerehalli,3,1590.0,3.0,49.0,105
882,Electronic City Phase II,2,775.0,2.0,38.0,78
883,others,2,1000.0,2.0,50.0,240
884,Bommasandra,2,1035.0,2.0,41.0,51
885,Dasarahalli,3,1520.0,2.0,75.0,67
886,Whitefield,2,1360.0,2.0,95.0,234
887,others,4,6000.0,5.0,400.0,240
888,Kodigehaali,2,1117.0,2.0,56.0,143
889,EPIP Zone,2,1330.0,2.0,92.5,76
890,Electronic City,2,1128.0,2.0,65.49,77
891,Neeladri Nagar,2,1053.0,2.0,45.0,179
892,Panathur,2,1198.0,2.0,77.0,186
893,Marathahalli,2,1152.0,2.0,56.0,165
894,Frazer Town,2,1625.0,2.0,75.0,80
895,Kundalahalli,3,1397.0,3.0,105.0,154
896,Kambipura,2,883.0,2.0,45.0,127
897,Kaggalipura,1,700.0,1.0,38.0,123
898,Yelahanka,2,1170.0,2.0,62.5,236
899,Kanakpura Road,3,1200.0,2.0,42.0,131
900,others,3,2400.0,3.0,170.0,240
901,others,2,1480.0,2.0,65.0,240
902,Akshaya Nagar,3,1897.0,3.0,120.0,12
903,Rachenahalli,2,996.0,2.0,67.0,192
904,Haralur Road,3,1875.0,3.0,110.0,93
905,others,3,1500.0,2.0,98.0,240
906,Yelahanka,3,1450.0,3.0,65.255,236
907,Yelahanka,1,697.0,1.0,45.0,236
908,Sarjapur  Road,1,710.0,1.0,27.0,203
909,others,2,910.0,2.0,30.5,240
910,Sompura,3,1025.0,2.0,48.0,212
911,Magadi Road,2,1000.0,2.0,46.5,159
912,Horamavu Agara,3,1453.0,2.0,46.48,101
913,Thanisandra,2,971.5,2.0,36.435,218
914,Bellandur,2,1281.0,2.0,74.0,43
915,Cooke Town,1,565.0,1.0,35.0,64
916,Varthur,2,1024.0,2.0,42.0,226
917,Electronic City,3,1620.0,3.0,62.0,77
918,Whitefield,2,1254.0,2.0,40.0,234
919,Banashankari,3,1300.0,2.0,75.0,29
920,Doddakallasandra,2,1233.0,2.0,43.0,72
921,Hosur Road,3,1510.0,2.0,105.0,107
922,Kaggalipura,2,950.0,2.0,65.0,123
923,Battarahalli,3,1945.0,3.0,97.42,40
924,Uttarahalli,2,1008.0,2.0,45.0,225
925,Thanisandra,3,1265.0,2.0,79.0,218
926,Hebbal,3,1255.0,2.0,77.68,95
927,Yelenahalli,2,1200.0,2.0,46.17,238
928,Sarjapur  Road,3,1403.0,3.0,51.63,203
929,Kudlu Gate,3,1535.0,3.0,85.0,152
930,others,3,1500.0,3.0,100.0,240
931,Chamrajpet,3,1475.0,2.0,120.0,57
932,Uttarahalli,3,1390.0,2.0,60.47,225
933,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,193
934,others,2,1133.0,2.0,55.0,240
935,others,5,2900.0,5.0,90.0,240
936,Kogilu,2,1170.0,2.0,51.99,146
937,Whitefield,3,1697.0,3.0,94.79,234
938,Thanisandra,3,1651.0,3.0,97.38,218
939,Hennur Road,3,1192.0,2.0,60.0,99
940,OMBR Layout,2,1078.0,2.0,65.0,181
941,Kasavanhalli,2,1349.0,2.0,78.0,134
942,7th Phase JP Nagar,3,1680.0,3.0,120.0,7
943,Rayasandra,3,1314.0,2.0,63.0,198
944,Garudachar Palya,2,1060.0,2.0,48.7,82
945,Kalyan nagar,2,820.0,2.0,39.0,126
946,Whitefield,4,5000.0,4.0,400.0,234
947,BEML Layout,3,2000.0,3.0,85.0,23
948,others,2,856.0,2.0,40.0,240
949,Rajaji Nagar,3,1621.0,4.0,130.0,194
950,ITPL,3,1200.0,3.0,68.4,110
951,Bannerghatta Road,3,1484.0,3.0,52.5,37
952,others,4,14000.0,3.0,800.0,240
953,Yelahanka New Town,1,500.0,1.0,20.0,237
954,others,1,485.0,1.0,15.0,240
955,7th Phase JP Nagar,2,1050.0,2.0,42.0,7
956,Uttarahalli,3,1617.0,3.0,66.68,225
957,others,3,1384.0,3.0,62.28,240
958,Devanahalli,2,1408.0,2.0,85.0,68
959,Uttarahalli,2,1150.0,2.0,49.0,225
960,Akshaya Nagar,3,1410.0,2.0,75.0,12
961,Kaggadasapura,4,2150.0,4.0,100.0,122
962,others,3,1508.0,3.0,70.25,240
963,Ramamurthy Nagar,2,1040.0,2.0,50.0,197
964,TC Palaya,2,1240.0,2.0,60.0,216
965,Kudlu Gate,3,1535.0,3.0,78.0,152
966,Lakshminarayana Pura,2,1180.0,2.0,75.0,157
967,Abbigere,6,2200.0,6.0,68.0,11
968,Bannerghatta Road,2,1400.0,2.0,78.0,37
969,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,193
970,Sarjapur  Road,3,1984.0,4.0,146.0,203
971,Garudachar Palya,3,1960.0,3.0,160.0,82
972,Sarjapur  Road,2,1035.0,2.0,45.0,203
973,others,4,2150.0,4.0,80.0,240
974,Whitefield,3,1700.0,3.0,115.0,234
975,Tumkur Road,3,1586.0,3.0,100.0,223
976,Hennur,3,2264.0,2.0,155.0,98
977,Chikka Tirupathi,4,2325.0,4.0,120.0,60
978,Yelahanka,2,1120.0,2.0,55.0,236
979,Yelahanka,3,1662.0,2.0,67.98,236
980,Sarjapur  Road,2,1128.0,2.0,59.0,203
981,Jigani,2,924.0,2.0,65.0,117
982,others,3,1600.0,3.0,52.0,240
983,Pai Layout,2,1006.0,2.0,35.0,185
984,Amruthahalli,2,1200.0,2.0,55.0,15
985,others,2,1250.0,2.0,62.0,240
986,Kannamangala,2,957.0,2.0,56.0,132
987,Whitefield,2,1140.0,2.0,41.0,234
988,others,2,1050.0,2.0,67.0,240
989,Kasturi Nagar,3,1565.0,3.0,88.5,135
990,Whitefield,2,1190.0,2.0,57.0,234
991,Whitefield,3,2842.0,3.0,162.0,234
992,Kanakpura Road,3,1558.67,2.0,65.0,131
993,Electronics City Phase 1,1,630.0,1.0,39.0,79
994,Whitefield,3,1403.0,2.0,60.81,234
995,Kanakpura Road,3,1542.0,2.0,85.0,131
996,Haralur Road,4,2750.0,4.0,220.0,93
997,Iblur Village,4,3596.0,5.0,290.0,111
998,Kengeri Satellite Town,3,1635.0,2.0,78.0,140
999,Mysore Road,2,1239.0,2.0,53.0,171
1000,Haralur Road,2,1194.0,2.0,47.0,93
1001,others,3,1596.0,3.0,105.0,240
1002,Channasandra,2,1009.0,2.0,38.34,59
1003,Hosa Road,3,1726.0,3.0,81.99,104
1004,Kudlu Gate,3,1535.0,3.0,86.0,152
1005,Banashankari Stage V,3,1300.0,2.0,58.5,32
1006,others,3,1800.0,3.0,80.0,240
1007,Binny Pete,1,665.0,1.0,50.75,48
1008,TC Palaya,3,1500.0,2.0,100.0,216
1009,others,2,925.0,2.0,48.0,240
1010,Old Airport Road,4,3356.0,4.0,251.0,182
1011,others,2,1395.0,2.0,63.59,240
1012,Sonnenahalli,3,1415.0,2.0,55.0,213
1013,Begur,3,1419.0,2.0,59.0,41
1014,Kasavanhalli,2,1121.0,2.0,78.0,134
1015,Kambipura,3,1082.0,2.0,45.0,127
1016,KR Puram,2,1100.0,2.0,47.0,119
1017,Hoodi,3,1606.0,3.0,89.55,100
1018,Billekahalli,3,1650.0,3.0,88.0,47
1019,Old Airport Road,2,1206.0,2.0,75.0,182
1020,Sarjapur  Road,3,1495.0,2.0,64.0,203
1021,Balagere,2,1210.0,2.0,72.0,28
1022,Nagarbhavi,3,1523.0,2.0,53.4,174
1023,Whitefield,2,1232.0,2.0,45.0,234
1024,Rachenahalli,1,680.0,1.0,44.0,192
1025,Hebbal,3,1355.0,3.0,83.87,95
1026,Thanisandra,3,1430.0,2.0,51.46,218
1027,Kothannur,3,1275.0,2.0,43.85,149
1028,Electronic City,2,1070.0,2.0,56.1,77
1029,others,3,1200.0,3.0,85.0,240
1030,Electronic City,4,2000.0,4.0,120.0,77
1031,Bommanahalli,2,1200.0,2.0,40.0,50
1032,Marathahalli,3,1610.0,3.0,90.0,165
1033,Haralur Road,2,1140.0,2.0,43.0,93
1034,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65,193
1035,Rachenahalli,3,1530.0,2.0,74.4,192
1036,7th Phase JP Nagar,2,980.0,2.0,69.0,7
1037,Whitefield,3,1485.0,3.0,65.0,234
1038,Whitefield,2,1280.0,2.0,75.0,234
1039,Thanisandra,2,1265.0,2.0,85.0,218
1040,others,2,1132.0,2.0,67.0,240
1041,others,2,1262.0,2.0,63.0,240
1042,JP Nagar,2,940.0,2.0,49.0,113
1043,others,3,1515.0,3.0,88.0,240
1044,Kothanur,3,1840.0,3.0,69.0,150
1045,Electronic City,2,890.0,2.0,45.0,77
1046,others,3,1655.0,3.0,86.06,240
1047,Hennur Road,3,2060.0,3.0,149.0,99
1048,Bommanahalli,3,1730.0,3.0,96.0,50
1049,Yelahanka,3,2195.0,4.0,127.0,236
1050,Kathriguppe,3,1650.0,3.0,125.0,136
1051,KR Puram,2,1200.0,2.0,71.0,119
1052,Hosa Road,2,1079.0,2.0,32.37,104
1053,Panathur,2,1085.0,2.0,36.0,186
1054,Yelahanka,2,1075.0,2.0,51.5,236
1055,others,2,1380.0,2.0,80.0,240
1056,others,3,1450.0,3.0,65.0,240
1057,Thubarahalli,2,1200.0,2.0,78.0,220
1058,Hoodi,3,1639.0,3.0,98.32,100
1059,others,2,1200.0,2.0,54.0,240
1060,Vijayanagar,3,1739.0,3.0,116.0,230
1061,Old Madras Road,2,935.0,2.0,32.72,183
1062,Thanisandra,1,510.0,1.0,25.25,218
1063,others,2,1178.0,2.0,47.0,240
1064,Chikkalasandra,3,1375.0,2.0,50.0,62
1065,Chandapura,3,1065.0,2.0,33.0,58
1066,2nd Phase Judicial Layout,3,1450.0,2.0,50.75,2
1067,BEML Layout,2,999.0,2.0,45.0,23
1068,Kothannur,2,1100.0,2.0,40.0,149
1069,Hoodi,4,2090.0,4.0,95.1,100
1070,Lingadheeranahalli,3,1519.0,3.0,93.0,158
1071,Dommasandra,3,1267.0,3.0,56.0,75
1072,Sanjay nagar,2,1150.0,2.0,72.2,200
1073,Marathahalli,2,1146.0,2.0,70.0,165
1074,Kannamangala,3,1550.0,3.0,65.0,132
1075,Electronics City Phase 1,1,785.0,1.0,55.0,79
1076,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0,193
1077,Bellandur,2,921.0,2.0,40.0,43
1078,Bannerghatta Road,5,2700.0,5.0,158.0,37
1079,Sarjapur  Road,3,1700.0,3.0,110.0,203
1080,Sarjapur,2,1020.0,2.0,35.0,202
1081,Billekahalli,2,1090.0,2.0,52.0,47
